REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1928,CA,"Wheat, all",29,1580,15423950,24119100,9761100,451235
1928,MA,Barley,25,1460,1145000,1937300,784000,28387
1928,MA,Buckwheat,35,865,3450,9900,4000,120
1928,MA,Corn for silage,0.66,11070,83000,18500,7500,548
1928,MA,Flaxseed,64,620,20400,81800,33000,1311
1928,MA,Mixed grains,30,1215,5100,10400,4200,151
1928,MA,Oats,28,1395,823000,1458400,590000,22952
1928,MA,"Peas, dry",55,1600,800,1300,500,44
1928,MA,"Rye, all",32,1090,52500,120200,48200,1670
1928,MA,"Rye, fall remaining",32,1100,44000,,,1401
1928,MA,"Rye, spring",32,1035,8500,20300,8200,269
1928,MA,Tame hay,0.94,4690,797000,410900,170000,7521
1928,MA,"Wheat, all",34,1325,1426000,2660100,1077000,48192
1928,MP,Barley,48,1500,14250,23500,9500,687
1928,MP,Mixed grains,35,1815,22750,31200,12550,801
1928,MP,Oats,43,1230,240250,482300,195200,10262
1928,MP,Tame hay,1.23,3570,1933000,1337200,542000,23795
1928,MP,"Wheat, all",56,1260,20950,41000,16600,1164
1928,NB,Barley,47,1500,5400,8900,3600,252
1928,NB,"Beans, all dry (white and coloured)",166,1180,650,1400,550,108
1928,NB,Buckwheat,41,1275,22000,42600,17250,900
1928,NB,Corn for silage,0.45,18520,25000,3300,1350,112
1928,NB,Mixed grains,42,1440,1800,3100,1250,75
1928,NB,Oats,45,1155,97750,209100,84600,4437
1928,NB,"Peas, dry",81,1075,700,1600,650,57
1928,NB,"Rye, all",65,1000,200,500,200,13
1928,NB,Tame hay,1.18,3210,722000,554800,225000,8501
1928,NB,"Wheat, all",61,1195,4300,8900,3600,262
1928,NS,Barley,55,1485,5650,9400,3800,312
1928,NS,"Beans, all dry (white and coloured)",153,1065,850,2000,800,130
1928,NS,Buckwheat,50,1175,3350,7100,2850,169
1928,NS,Corn for silage,0.44,25000,10000,1000,400,44
1928,NS,Mixed grains,52,1805,3250,4500,1800,170
1928,NS,Oats,54,1275,56250,109200,44200,3028
1928,NS,"Peas, dry",83,1200,300,600,250,25
1928,NS,"Rye, all",40,2000,100,100,50,4
1928,NS,Tame hay,1.29,3920,839000,527600,214000,10850
1928,NS,"Wheat, all",60,1265,3100,6000,2450,185
1928,ON,Barley,34,1745,434200,615400,249000,14958
1928,ON,"Beans, all dry (white and coloured)",128,1155,23800,51000,20600,3056
1928,ON,Buckwheat,37,1130,123950,271200,109800,4611
1928,ON,Corn for grain,43,2600,117000,110200,45000,4984
1928,ON,Corn for silage,0.46,20140,2437000,299300,121000,11201
1928,ON,Flaxseed,91,525,1700,8000,3250,154
1928,ON,Mixed grains,34,1875,687700,905700,366500,23247
1928,ON,Oats,36,1340,1441400,2660000,1076500,51404
1928,ON,"Peas, dry",57,1160,51500,109900,44450,2953
1928,ON,"Rye, all",38,1070,28700,66300,26800,1086
1928,ON,Sugar beets,0.8,18800,344700,45294,18300,2755
1928,ON,Tame hay,1.2,3990,6664000,4123600,1669000,79723
1928,ON,"Wheat, all",44,1585,515400,803500,325400,22716
1928,ON,"Wheat, spring",44,1340,59400,109800,44400,2597
1928,ON,"Wheat, winter remaining",44,1625,456000,,,20119
1928,PP,Barley,23,1475,2454000,4104200,1661000,57084
1928,PP,Corn for silage,0.71,9110,174000,47000,19100,1230
1928,PP,Flaxseed,62,600,89300,367400,149000,5543
1928,PP,Mixed grains,23,1355,25500,46400,18800,588
1928,PP,Oats,25,1390,4591000,8157400,3301000,115786
1928,PP,"Peas, dry",62,1155,1850,4100,1600,114
1928,PP,"Rye, all",30,1100,334400,753900,304200,9970
1928,PP,Sugar beets,0.77,16200,34100,5181,2100,263
1928,PP,Tame hay,0.98,4280,2095000,1209000,490000,20632
1928,PP,"Wheat, all",29,1580,14822000,23158500,9372000,424039
1928,PEI,Barley,38,1525,3200,5200,2100,123
1928,PEI,Buckwheat,36,1215,1400,2900,1150,51
1928,PEI,Corn for silage,0.47,2400,6000,600,250,28
1928,PEI,Mixed grains,31,1865,17700,23500,9500,556
1928,PEI,Oats,32,1300,86250,164100,66400,2797
1928,PEI,"Peas, dry",60,1500,150,200,100,9
1928,PEI,Tame hay,1.19,3610,372000,254700,103000,4444
1928,PEI,"Wheat, all",53,1285,13550,26100,10550,717
1928,QU,Barley,51,1180,61000,128000,51800,3111
1928,QU,"Beans, all dry (white and coloured)",140,1025,5800,14000,5650,813
1928,QU,Buckwheat,51,1215,83150,169000,68400,4277
1928,QU,Corn for grain,55,1360,15900,29000,11700,876
1928,QU,Corn for silage,0.66,17890,601000,83000,33600,3965
1928,QU,Flaxseed,108,500,400,2000,800,43
1928,QU,Mixed grains,49,1225,59000,119000,48200,2892
1928,QU,Oats,49,895,632800,1746000,706600,30773
1928,QU,"Peas, dry",105,980,13850,35000,14150,1453
1928,QU,"Rye, all",59,940,4600,12000,4900,272
1928,QU,Tame hay,1.1,3260,5679000,4301000,1741000,62627
1928,QU,"Wheat, all",62,1095,25300,57000,23100,1561
1928,SK,Barley,22,1470,964000,1621500,656000,21248
1928,SK,"Beans, all dry (white and coloured)",132,625,250,1000,400,33
1928,SK,Corn for silage,0.59,459,28000,15000,6100,164
1928,SK,Flaxseed,61,595,67400,279400,113000,4140
1928,SK,Mixed grains,21,1360,12100,21900,8900,249
1928,SK,Oats,25,1365,2407000,4358700,1764000,59296
1928,SK,"Peas, dry",62,835,500,1500,600,31
1928,SK,"Rye, all",29,1120,213900,471100,191000,6225
1928,SK,"Rye, fall remaining",29,1120,152000,,,4423
1928,SK,"Rye, spring",29,1125,61900,135300,55000,1802
1928,SK,Tame hay,0.89,4230,762000,456800,180000,6778
1928,SK,"Wheat, all",28,1565,8742000,13790900,5581000,247336
1929,AB,Barley,23,955,272000,703700,285000,6257
1929,AB,"Beans, all dry (white and coloured)",70,665,100,400,150,7
1929,AB,Corn for silage,0.72,6910,38000,13500,5500,273
1929,AB,Flaxseed,88,320,1600,12600,5000,140
1929,AB,Mixed grains,32,1175,7300,15300,6200,233
1929,AB,Oats,31,835,647000,1917700,776000,20129
1929,AB,"Peas, dry",58,835,500,1500,600,29
1929,AB,"Rye, all",32,765,60300,195500,79000,1906
1929,AB,"Rye, fall remaining",32,1000,40000,,,1273
1929,AB,"Rye, spring",31,520,20300,95700,39000,633
1929,AB,Sugar beets,0.77,16500,56200,8284,3400,433
1929,AB,Tame hay,1.49,2820,423000,381800,150000,6301
1929,AB,"Wheat, all",37,815,2455000,7451200,3015000,92010
1929,BC,Barley,45,1675,6200,9100,3700,277
1929,BC,"Beans, all dry (white and coloured)",88,1600,400,600,250,35
1929,BC,Corn for silage,0.89,24070,65000,6700,2700,576
1929,BC,Flaxseed,60,1000,200,500,200,12
1929,BC,Mixed grains,44,1850,3700,4900,2000,163
1929,BC,Oats,47,1900,68900,89700,36300,3217
1929,BC,"Peas, dry",81,1665,2500,3700,1500,202
1929,BC,"Rye, all",41,1290,3100,6000,2400,126
1929,BC,Tame hay,1.9,4640,390000,207100,84000,7427
1929,BC,"Wheat, all",51,1585,38000,59300,24000,1946
1929,CA,Barley,27,930,2227500,5925500,2398400,60505
1929,CA,"Beans, all dry (white and coloured)",121,1165,40650,86300,34850,4920
1929,CA,Buckwheat,43,1090,227950,516000,208650,9867
1929,CA,Corn for grain,42,2125,131600,152100,62000,5469
1929,CA,Corn for silage,0.51,17640,3013000,422811,170800,15265
1929,CA,Flaxseed,94,340,52300,382400,154650,4898
1929,CA,Mixed grains,37,1610,729800,1118600,452600,27227
1929,CA,Oats,39,865,4361950,12479500,5050300,168017
1929,CA,"Peas, dry",76,1065,53900,125200,50700,4079
1929,CA,"Rye, all",33,835,334100,991900,401300,11095
1929,CA,"Rye, fall remaining",34,930,256000,,,8584
1929,CA,"Rye, spring",32,620,78100,310000,126100,2511
1929,CA,Sugar beets,0.74,18100,332000,45148,18300,2458
1929,CA,Tame hay,1.3,3490,16028000,11359100,4587000,207711
1929,CA,"Wheat, all",39,810,8224050,25155000,10179700,317340
1929,MA,Barley,25,900,795000,2181900,883000,19720
1929,MA,Buckwheat,48,835,2000,6000,2400,96
1929,MA,Corn for silage,0.58,7800,39000,12400,5000,226
1929,MA,Flaxseed,95,450,11300,62500,25000,1077
1929,MA,Mixed grains,30,955,4500,11600,4700,137
1929,MA,Oats,35,750,474000,1558400,631000,16600
1929,MA,"Peas, dry",63,1500,900,1500,600,57
1929,MA,"Rye, all",34,960,32800,85000,34100,1123
1929,MA,"Rye, fall remaining",34,1040,25000,,,860
1929,MA,"Rye, spring",34,770,7800,24900,10100,263
1929,MA,Tame hay,1.25,3140,533000,432200,170000,6637
1929,MA,"Wheat, all",39,835,777000,2300600,931000,30279
1929,MP,Barley,49,1435,15200,26200,10600,743
1929,MP,Mixed grains,41,1640,24400,36900,14900,1005
1929,MP,Oats,49,1200,241150,496500,200900,11861
1929,MP,Tame hay,1.35,3250,1782000,1357200,549000,24007
1929,MP,"Wheat, all",61,1145,19450,42000,17000,1196
1929,NB,Barley,45,1485,5650,9400,3800,256
1929,NB,"Beans, all dry (white and coloured)",137,1250,750,1500,600,103
1929,NB,Buckwheat,44,1285,23150,44500,18000,1022
1929,NB,Corn for silage,0.44,22400,28000,3100,1250,124
1929,NB,Mixed grains,54,1605,2650,4100,1650,143
1929,NB,Oats,51,1160,101600,216500,87600,5205
1929,NB,"Peas, dry",100,1065,800,1800,750,80
1929,NB,"Rye, all",55,1000,200,600,200,11
1929,NB,Tame hay,1.34,2960,668000,559200,226000,8950
1929,NB,"Wheat, all",69,1265,4550,8900,3600,314
1929,NS,Barley,53,1445,6350,10900,4400,339
1929,NS,"Beans, all dry (white and coloured)",143,1100,1100,2500,1000,157
1929,NS,Buckwheat,49,1240,4100,8200,3300,202
1929,NS,Corn for silage,0.55,25000,10000,1000,400,55
1929,NS,Mixed grains,56,1665,3250,4800,1950,182
1929,NS,Oats,56,1225,54350,109800,44450,3065
1929,NS,"Peas, dry",100,1335,400,800,300,40
1929,NS,"Rye, all",40,1000,100,200,100,4
1929,NS,Tame hay,1.35,3630,795000,540800,219000,10731
1929,NS,"Wheat, all",63,1060,2600,6100,2450,163
1929,ON,Barley,36,1560,392600,622100,251800,14065
1929,ON,"Beans, all dry (white and coloured)",117,1175,30300,63700,25800,3539
1929,ON,Buckwheat,40,1015,121100,294400,119100,4839
1929,ON,Corn for grain,39,2305,113000,120000,49000,4450
1929,ON,Corn for silage,0.48,17370,2015000,287600,116000,9573
1929,ON,Flaxseed,93,535,1200,5500,2250,112
1929,ON,Mixed grains,36,1690,610400,892900,361300,22129
1929,ON,Oats,40,1200,1135700,2335300,945100,45657
1929,ON,"Peas, dry",61,1045,33650,79500,32150,2039
1929,ON,"Rye, all",39,1055,22200,52000,21000,864
1929,ON,Sugar beets,0.73,18500,275800,36864,14900,2025
1929,ON,Tame hay,1.28,3940,6669000,4179100,1691000,85577
1929,ON,"Wheat, all",46,1665,537500,798300,323100,24905
1929,ON,"Wheat, spring",47,1220,52500,106600,43100,2451
1929,ON,"Wheat, winter remaining",46,1730,485000,,,22454
1929,PP,Barley,24,840,1737000,5114200,2070000,41662
1929,PP,Corn for silage,0.7,5960,87000,35900,14600,611
1929,PP,Flaxseed,94,330,50000,373400,151000,4682
1929,PP,Mixed grains,30,940,18800,49500,20000,556
1929,PP,Oats,33,700,2184000,7731900,3129000,71201
1929,PP,"Peas, dry",67,1000,1800,4500,1800,120
1929,PP,"Rye, all",32,815,304100,922200,373100,9835
1929,PP,Sugar beets,0.77,16500,56200,8284,3400,433
1929,PP,Tame hay,1.33,2790,1425000,1284800,510000,18903
1929,PP,"Wheat, all",38,775,7602000,24197100,9792000,287671
1929,PEI,Barley,46,1335,3200,5900,2400,148
1929,PEI,Buckwheat,49,1200,1500,3100,1250,73
1929,PEI,Corn for silage,0.5,2000,5000,600,250,25
1929,PEI,Mixed grains,37,1635,18500,28000,11300,680
1929,PEI,Oats,42,1235,85200,170100,68850,3591
1929,PEI,"Peas, dry",80,1000,100,200,100,8
1929,PEI,Tame hay,1.36,3070,319000,257200,104000,4326
1929,PEI,"Wheat, all",58,1125,12300,27100,10950,719
1929,QU,Barley,49,1230,76500,154000,62300,3758
1929,QU,"Beans, all dry (white and coloured)",136,1155,7800,16700,6750,1058
1929,QU,Buckwheat,48,1180,76100,159700,64600,3635
1929,QU,Corn for grain,55,1430,18600,32100,13000,1019
1929,QU,Corn for silage,0.54,22560,803000,87900,35600,4301
1929,QU,Flaxseed,102,750,900,3000,1200,92
1929,QU,Mixed grains,47,1335,72500,134500,54400,3374
1929,QU,Oats,49,990,732200,1826000,739000,36081
1929,QU,"Peas, dry",109,1040,14650,34800,14100,1590
1929,QU,"Rye, all",58,980,4400,11000,4500,255
1929,QU,Tame hay,1.25,3290,5762000,4330800,1753000,71797
1929,QU,"Wheat, all",60,1150,27100,58300,23600,1622
1929,SK,Barley,23,745,670000,2228600,902000,15685
1929,SK,"Beans, all dry (white and coloured)",105,665,200,800,300,21
1929,SK,Corn for silage,1.12,244,10000,10100,4100,112
1929,SK,Flaxseed,93,305,37100,298300,121000,3465
1929,SK,Mixed grains,27,770,7000,22600,9100,186
1929,SK,Oats,32,615,1063000,4255800,1722000,34472
1929,SK,"Peas, dry",85,665,400,1500,600,34
1929,SK,"Rye, all",32,810,211000,641600,260000,6806
1929,SK,"Rye, fall remaining",32,880,161000,,,5191
1929,SK,"Rye, spring",32,650,50000,189400,77000,1615
1929,SK,Tame hay,1.27,2470,469000,470800,190000,5965
1929,SK,"Wheat, all",38,750,4370000,14445300,5846000,165382
1930,AB,Barley,6,1365,414000,748000,303000,2660
1930,AB,"Beans, all dry (white and coloured)",50,1000,100,300,100,5
1930,AB,Corn for silage,0.79,8280,24000,7200,2900,189
1930,AB,Flaxseed,37,775,8500,28000,11000,318
1930,AB,Mixed grains,8,1585,11400,17900,7200,95
1930,AB,Oats,10,1370,1202000,2165000,876000,11691
1930,AB,"Peas, dry",42,1100,550,1300,500,23
1930,AB,"Rye, all",6,940,93900,247000,100000,557
1930,AB,"Rye, fall remaining",6,910,50000,,,298
1930,AB,"Rye, spring",6,975,43900,110000,45000,259
1930,AB,Sugar beets,0.72,21000,115300,13610,5500,829
1930,AB,Tame hay,1.04,3330,533000,385000,160000,5563
1930,AB,"Wheat, all",17,1380,4001000,7164000,2899000,66150
1930,BC,Barley,29,1600,6400,10000,4000,186
1930,BC,"Beans, all dry (white and coloured)",64,1500,450,800,300,29
1930,BC,Corn for silage,0.77,24170,58000,6000,2400,448
1930,BC,Flaxseed,40,1000,100,300,100,4
1930,BC,Mixed grains,26,1800,3600,5000,2000,93
1930,BC,Oats,29,1760,64700,91000,36800,1888
1930,BC,"Peas, dry",51,1815,2900,4000,1600,148
1930,BC,"Rye, all",29,1070,3000,7000,2800,86
1930,BC,Tame hay,1.95,4320,376000,214000,87000,7325
1930,BC,"Wheat, all",31,1455,36000,61000,24700,1126
1930,CA,Barley,9,1310,2942850,5558700,2250200,27254
1930,CA,"Beans, all dry (white and coloured)",83,980,39150,98700,39850,3261
1930,CA,Buckwheat,30,1195,237400,490300,198500,7124
1930,CA,Corn for grain,34,2255,148200,161400,65700,5054
1930,CA,Corn for silage,0.54,18290,3152000,426400,172300,17142
1930,CA,Flaxseed,37,550,128800,581800,234350,4741
1930,CA,Mixed grains,20,1860,903850,1201400,486200,18435
1930,CA,Oats,16,1215,6526500,13258700,5365350,102919
1930,CA,"Peas, dry",54,1240,64550,129400,52150,3487
1930,CA,"Rye, all",8,950,558500,1448000,586700,4402
1930,CA,"Rye, fall remaining",8,940,424900,,,3512
1930,CA,"Rye, spring",7,990,133600,332000,135100,890
1930,CA,Sugar beets,0.76,20300,423700,51610,20900,3209
1930,CA,Tame hay,1.11,3560,16363000,11362200,4600000,180999
1930,CA,"Wheat, all",18,1135,11449000,24897900,10076650,204693
1930,MA,Barley,8,1350,1088000,1991000,806000,8496
1930,MA,Buckwheat,33,790,950,2900,1200,31
1930,MA,Corn for silage,0.77,11930,68000,14000,5700,525
1930,MA,Flaxseed,41,410,18500,112000,45000,764
1930,MA,Mixed grains,11,1205,7100,14500,5900,80
1930,MA,Oats,14,1215,780000,1590000,643000,10618
1930,MA,"Peas, dry",38,1200,600,1300,500,23
1930,MA,"Rye, all",9,1130,52100,113000,46100,472
1930,MA,"Rye, fall remaining",9,1145,39000,,,353
1930,MA,"Rye, spring",9,1085,13100,30000,12100,119
1930,MA,Tame hay,0.81,4090,737000,449500,180000,5956
1930,MA,"Wheat, all",20,1185,1187000,2470000,1000000,23980
1930,MP,Barley,30,1565,17050,27000,10900,503
1930,MP,Mixed grains,21,1865,29650,39300,15900,627
1930,MP,Oats,26,1250,259500,512900,207550,6853
1930,MP,Tame hay,1.23,3350,1841000,1356200,549000,22612
1930,MP,"Wheat, all",34,1240,21100,42200,17050,727
1930,NB,Barley,27,1610,7000,10800,4350,192
1930,NB,"Beans, all dry (white and coloured)",110,1335,1000,1900,750,110
1930,NB,Buckwheat,30,1540,28150,45200,18300,840
1930,NB,Corn for silage,0.66,24670,37000,3700,1500,244
1930,NB,Mixed grains,29,1970,3150,4000,1600,92
1930,NB,Oats,26,1240,111750,223000,90250,2898
1930,NB,"Peas, dry",76,1400,1050,1900,750,80
1930,NB,"Rye, all",35,1000,200,400,200,7
1930,NB,Tame hay,1.24,3340,742000,549200,222000,9203
1930,NB,"Wheat, all",37,1265,5050,9900,4000,186
1930,NS,Barley,32,1550,6750,10800,4350,217
1930,NS,"Beans, all dry (white and coloured)",113,1285,1350,2600,1050,152
1930,NS,Buckwheat,37,1275,3950,7600,3100,146
1930,NS,Corn for silage,0.76,24000,12000,1200,500,91
1930,NS,Mixed grains,32,1685,3200,4700,1900,101
1930,NS,Oats,36,1280,59650,115200,46600,2127
1930,NS,"Peas, dry",75,1335,400,800,300,30
1930,NS,"Rye, all",40,1000,100,200,100,4
1930,NS,Tame hay,1.27,3560,779000,540000,219000,9879
1930,NS,"Wheat, all",36,1215,2850,5800,2350,104
1930,ON,Barley,18,1845,455300,610000,246900,8155
1930,ON,"Beans, all dry (white and coloured)",77,895,24600,68000,27500,1901
1930,ON,Buckwheat,28,1110,123600,275000,111300,3406
1930,ON,Corn for grain,33,2470,131000,130000,53000,4377
1930,ON,Corn for silage,0.5,18860,2376000,312000,126000,11786
1930,ON,Flaxseed,57,620,1300,5200,2100,74
1930,ON,Mixed grains,20,1975,765700,958000,387700,15005
1930,ON,Oats,19,1505,1503400,2469000,999200,29245
1930,ON,"Peas, dry",46,1330,43050,80000,32350,1976
1930,ON,"Rye, all",22,1110,23800,53000,21400,515
1930,ON,Sugar beets,0.77,20000,308400,38000,15400,2380
1930,ON,Tame hay,1.16,3770,6054000,3971000,1607000,70514
1930,ON,"Wheat, all",26,1750,550300,776000,314100,14563
1930,ON,"Wheat, spring",26,1480,59300,99000,40100,1569
1930,ON,"Wheat, winter remaining",26,1790,491000,,,12994
1930,PP,Barley,7,1240,2384000,4755000,1925000,16019
1930,PP,Corn for silage,0.78,9150,118000,31900,12900,917
1930,PP,Flaxseed,36,550,126100,571000,230000,4553
1930,PP,Mixed grains,10,1265,28300,55400,22400,271
1930,PP,Oats,10,1170,3918000,8286000,3353000,41135
1930,PP,"Peas, dry",41,1155,1850,4200,1600,75
1930,PP,"Rye, all",7,945,523600,1370000,555100,3557
1930,PP,Sugar beets,0.72,21000,115300,13610,5500,829
1930,PP,Tame hay,0.91,3620,1921000,1306800,530000,17525
1930,PP,"Wheat, all",17,1115,10813000,23960000,9697000,187279
1930,PEI,Barley,28,1500,3300,5400,2200,94
1930,PEI,Buckwheat,29,1455,1600,2700,1100,47
1930,PEI,Corn for silage,0.8,2333,7000,800,300,56
1930,PEI,Mixed grains,19,1880,23300,30600,12400,434
1930,PEI,Oats,21,1245,88100,174700,70700,1828
1930,PEI,"Peas, dry",67,1500,150,300,100,10
1930,PEI,Tame hay,1.1,2960,320000,267000,108000,3530
1930,PEI,"Wheat, all",33,1235,13200,26500,10700,437
1930,QU,Barley,30,1265,80100,156700,63400,2391
1930,QU,"Beans, all dry (white and coloured)",92,1160,11300,24100,9750,1040
1930,QU,Buckwheat,34,1245,79150,156900,63500,2654
1930,QU,Corn for grain,39,1355,17200,31400,12700,677
1930,QU,Corn for silage,0.66,18950,544000,70800,28700,3600
1930,QU,Flaxseed,85,605,1300,5300,2150,110
1930,QU,Mixed grains,32,1315,76600,143700,58200,2439
1930,QU,Oats,30,1015,780900,1899800,768800,23798
1930,QU,"Peas, dry",77,980,15150,38200,15450,1168
1930,QU,"Rye, all",30,1100,7800,17500,7100,232
1930,QU,Tame hay,1.02,3380,6171000,4514200,1827000,63023
1930,QU,"Wheat, all",35,1200,28600,58700,23800,998
1930,SK,Barley,6,1080,882000,2016000,816000,4863
1930,SK,"Beans, all dry (white and coloured)",69,875,350,1000,400,24
1930,SK,Corn for silage,0.78,605,26000,10700,4300,203
1930,SK,Flaxseed,35,570,99100,431000,174000,3471
1930,SK,Mixed grains,10,1055,9800,23000,9300,96
1930,SK,Oats,10,1055,1936000,4531000,1834000,18826
1930,SK,"Peas, dry",41,1165,700,1600,600,29
1930,SK,"Rye, all",7,925,377600,1010000,409000,2528
1930,SK,"Rye, fall remaining",7,910,301000,,,2016
1930,SK,"Rye, spring",7,980,76600,192000,78000,512
1930,SK,Tame hay,0.92,3430,651000,472300,190000,6006
1930,SK,"Wheat, all",17,970,5625000,14326000,5798000,97149
1931,AB,Barley,10,1575,453000,710500,288000,4368
1931,AB,"Beans, all dry (white and coloured)",47,750,150,500,200,7
1931,AB,Corn for silage,0.43,9230,12000,3300,1300,52
1931,AB,Flaxseed,28,425,5100,30500,12000,144
1931,AB,Mixed grains,9,1835,12100,16400,6600,113
1931,AB,Oats,12,1400,1396000,2465700,998000,16290
1931,AB,"Peas, dry",60,750,150,400,200,9
1931,AB,"Rye, all",9,435,27400,153900,63000,242
1931,AB,"Rye, fall remaining",9,395,15000,,,134
1931,AB,"Rye, spring",9,495,12400,60600,25000,108
1931,AB,Sugar beets,0.71,19900,95500,11955,4800,679
1931,AB,Tame hay,0.89,3920,470000,297000,120000,4195
1931,AB,"Wheat, all",13,1190,3827000,7942900,3214000,50617
1931,BC,Barley,23,1790,6800,9400,3800,156
1931,BC,"Beans, all dry (white and coloured)",60,1335,400,700,300,24
1931,BC,Corn for silage,0.67,22500,36000,4000,1600,240
1931,BC,Flaxseed,30,1000,100,300,100,3
1931,BC,Mixed grains,21,2110,1900,2200,900,39
1931,BC,Oats,25,1930,68000,87100,35200,1676
1931,BC,"Peas, dry",51,1680,1850,2800,1100,95
1931,BC,"Rye, all",21,1315,2100,3900,1600,45
1931,BC,Tame hay,1.48,4910,383000,192700,78000,5674
1931,BC,"Wheat, all",24,1625,43000,65400,26500,1043
1931,CA,Barley,12,955,1466800,3791400,1534500,17465
1931,CA,"Beans, all dry (white and coloured)",26,1035,35600,85200,34400,941
1931,CA,Buckwheat,23,1110,150600,335500,135850,3454
1931,CA,Corn for grain,16,2580,138600,131800,53700,2274
1931,CA,Corn for silage,0.44,19230,2616000,335300,136050,11416
1931,CA,Flaxseed,31,240,62650,648000,261850,1944
1931,CA,Mixed grains,18,1665,804700,1195600,483950,14453
1931,CA,Oats,15,975,5062650,12837700,5194850,77970
1931,CA,"Peas, dry",31,1135,37250,81000,32800,1160
1931,CA,"Rye, all",11,415,134200,798600,323900,1476
1931,CA,"Rye, fall remaining",12,405,101700,,,1184
1931,CA,"Rye, spring",9,450,32500,176100,72100,292
1931,CA,Sugar beets,0.67,22600,395500,43337,17500,2663
1931,CA,Tame hay,0.86,3690,14450000,9682100,3919000,124491
1931,CA,"Wheat, all",14,820,8745350,26355100,10664900,123550
1931,MA,Barley,10,735,335000,1128800,457000,3234
1931,MA,Buckwheat,25,855,1200,3400,1400,30
1931,MA,Corn for silage,0.5,8330,25000,7300,3000,126
1931,MA,Flaxseed,32,215,8900,101400,41000,284
1931,MA,Mixed grains,10,1000,4700,11600,4700,49
1931,MA,Oats,12,640,393000,1518400,614000,4845
1931,MA,"Peas, dry",37,1750,350,500,200,13
1931,MA,"Rye, all",10,825,16600,50400,20100,158
1931,MA,"Rye, fall remaining",10,855,12000,,,115
